"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1204",3,1,2,5,3,1,2,4,2,1
"1205",1,2,2,5,5,5,1,3,3,4
"1206",1,2,2,4,3,1,4,4,1,3
"1207",4,5,1,2,5,3,1,1,5,1
"1208",5,4,2,1,1,5,1,2,4,3
"1209",1,5,3,3,1,4,5,5,1,1
"1210",5,2,3,5,5,2,5,5,4,4
"1211",4,2,4,4,5,3,4,5,3,5
"1212",1,3,2,3,4,2,2,4,5,5
"1213",4,3,4,3,1,3,5,1,5,4
"1214",4,3,4,3,4,1,5,1,1,1
"1215",3,2,5,4,4,2,5,2,3,3
"1216",1,2,5,3,1,4,4,3,4,5
"1217",5,3,5,3,4,2,2,2,2,3
"1218",1,1,1,4,1,4,4,1,2,3
"1219",2,1,5,2,2,4,1,3,3,3
"1220",3,4,3,4,4,5,1,2,4,3
"1221",4,2,3,1,2,1,2,4,3,3
"1222",1,2,3,3,3,5,2,3,2,5
"1223",5,5,5,4,3,4,5,5,4,3
"1224",2,5,4,3,1,5,2,5,4,3
"1225",2,5,5,5,4,5,1,1,3,1
"1226",3,3,3,4,1,5,1,3,4,1
"1227",4,3,2,3,2,1,3,1,1,5
"1228",1,2,5,1,5,1,5,3,5,3
"1229",1,2,5,2,1,5,1,2,4,4
"1230",1,1,4,2,3,5,3,3,3,2
"1231",1,2,3,3,5,2,3,2,1,2
"1232",2,3,2,2,3,4,3,3,2,3
"1233",4,3,3,4,2,3,3,1,4,3
"1234",3,4,1,2,2,2,2,2,1,4
"1235",3,1,2,3,5,3,5,3,3,1
"1236",5,5,3,1,2,5,1,1,4,5
"1237",1,3,3,4,5,4,3,2,4,1
"1238",5,3,3,2,2,2,4,1,1,3
"1239",1,1,2,5,2,5,1,5,3,3
"1240",2,1,2,3,5,3,5,4,4,3
"1241",5,3,5,1,2,1,1,2,1,2
"1242",4,4,3,3,3,4,3,5,3,3
"1243",3,5,5,1,2,2,3,1,4,1
"1244",3,1,4,3,1,1,3,5,3,3
"1245",4,4,1,3,4,4,1,2,5,2
"1246",1,2,2,3,5,1,1,1,1,2
"1247",5,1,1,2,4,3,1,4,3,1
"1248",4,2,2,3,3,4,5,2,2,2
"1249",4,4,4,2,1,2,1,4,4,4
"1250",3,2,5,5,3,2,2,1,5,2
"1251",1,3,5,5,3,1,1,4,4,4
"1252",5,4,1,4,3,3,1,4,2,1
"1253",3,1,5,2,1,2,3,2,1,1
"1254",5,4,5,4,2,4,4,3,4,5
"1255",5,5,1,2,3,2,4,2,2,1
"1256",5,3,5,5,2,2,5,2,1,5
"1257",3,4,3,1,3,4,5,2,3,3
"1258",5,4,1,5,3,4,2,2,4,3
"1259",5,3,3,3,1,2,4,1,1,3
"1260",4,5,3,1,1,2,5,4,3,1
"1261",5,4,4,2,2,2,3,4,3,4
"1262",1,5,4,4,3,2,3,2,5,5
"1263",2,5,1,3,2,5,5,2,1,1
"1264",4,4,2,4,2,3,5,4,4,5
"1265",3,4,5,1,2,2,2,2,1,1
"1266",5,1,4,1,2,1,3,5,4,4
"1267",1,1,2,4,1,4,4,1,2,2
"1268",3,4,1,2,3,2,1,5,3,2
"1269",5,5,1,2,2,2,4,2,3,3
"1270",4,5,4,5,1,4,1,3,3,4
"1271",3,2,2,1,5,5,3,4,4,5
"1272",4,1,4,3,5,2,2,3,3,2
"1273",2,1,4,4,4,1,2,3,1,5
"1274",2,2,1,4,1,3,3,1,5,4
"1275",1,2,4,2,4,1,2,4,2,1
"1276",1,2,5,4,2,5,4,4,2,5
"1277",4,5,4,4,5,2,5,5,1,4
"1278",5,1,1,4,3,2,3,5,3,2
"1279",3,2,4,1,5,1,1,5,1,5
"1280",1,4,1,4,2,2,3,5,1,3
"1281",2,4,1,1,2,1,4,4,1,5
"1282",3,4,2,4,1,2,4,3,5,2
"1283",2,2,5,1,2,4,5,3,1,1
"1284",5,5,1,3,4,1,2,3,3,1
"1285",1,5,3,4,4,5,1,5,2,4
"1286",4,4,1,4,5,4,1,5,5,3
"1287",2,3,3,2,3,2,4,3,5,2
"1288",4,4,5,2,1,4,2,3,5,1
"1289",5,3,3,1,4,5,3,2,5,3
"1290",2,3,3,5,5,1,2,1,2,2
"1291",3,2,3,4,3,3,5,3,2,1
"1292",1,1,5,4,4,5,4,2,4,1
"1293",4,4,4,5,1,3,4,4,2,1
"1294",4,3,5,1,5,5,3,1,2,4
"1295",1,4,5,1,2,1,4,4,5,2
"1296",3,3,5,1,4,1,1,1,3,1
"1297",2,2,3,2,2,4,5,2,4,2
"1298",1,4,1,3,4,5,3,3,2,4
"1299",4,5,2,4,4,1,3,4,4,2
"1300",3,2,2,3,3,1,4,3,4,5
"1301",5,5,5,3,5,3,3,2,4,4
"1302",4,4,1,5,3,1,1,3,3,3
"1303",2,5,1,3,4,5,4,1,5,2
"1304",3,3,1,5,2,5,5,3,1,5
"1305",1,2,1,2,3,3,2,1,4,2
"1306",3,5,3,1,3,5,4,2,5,1
"1307",5,5,3,4,2,2,2,4,4,2
"1308",3,5,4,2,4,2,2,4,2,1
"1309",5,1,4,3,5,5,5,4,4,4
"1310",3,3,2,4,1,5,2,1,3,1
"1311",5,4,4,4,5,2,4,1,2,5
"1312",4,4,4,3,5,3,4,4,4,4
"1313",2,1,4,2,3,5,4,5,1,4
"1314",3,5,4,1,3,2,5,4,5,5
"1315",1,5,3,3,2,5,1,4,3,4
"1316",3,5,4,4,4,3,1,3,4,4
"1317",2,1,3,4,1,4,2,5,1,3
"1318",5,2,4,1,5,1,3,3,3,4
"1319",1,4,2,2,1,5,3,5,5,4
"1320",2,5,1,1,2,3,3,5,4,1
"1321",3,4,3,4,1,5,5,1,1,3
"1322",3,2,5,3,2,4,5,1,2,1
"1323",1,2,2,5,2,4,4,5,1,4
"1324",3,1,3,5,1,1,2,4,2,5
"1325",5,2,5,5,1,1,1,1,1,3
"1326",1,2,4,4,5,3,4,2,4,4
"1327",1,1,2,5,4,4,3,3,2,3
"1328",5,2,4,5,1,3,5,1,2,2
"1329",2,4,3,3,3,3,4,5,4,1
"1330",4,3,3,5,4,4,1,1,3,2
"1331",5,3,1,4,5,3,5,5,4,3
"1332",4,4,2,3,5,2,3,5,1,1
"1333",2,4,4,5,1,5,5,1,3,3
"1334",4,4,2,3,1,4,1,1,5,4
"1335",2,5,4,4,5,4,5,5,3,4
"1336",4,5,5,3,2,4,5,1,2,5
"1337",1,2,3,4,3,3,5,3,1,1
"1338",4,1,1,4,3,2,4,5,5,5
"1339",2,3,5,1,2,2,3,3,2,5
"1340",2,2,2,2,2,3,5,4,1,5
"1341",3,1,5,2,2,4,1,4,4,5
"1342",3,4,4,4,1,5,2,2,2,3
"1343",3,2,5,3,5,3,3,4,4,2
"1344",1,4,1,4,2,5,4,1,4,3
"1345",4,1,3,3,5,3,2,3,3,2
"1346",5,1,1,4,4,3,5,1,1,3
"1347",5,3,1,1,2,3,2,4,3,1
"1348",5,3,5,3,1,3,3,5,2,1
"1349",4,5,4,3,2,2,5,2,4,3
"1350",5,4,2,1,1,4,4,5,5,5
"1351",2,2,3,3,5,1,3,4,3,5
"1352",4,3,3,5,2,2,1,4,2,4
"1353",1,5,2,3,4,4,2,4,2,5
"1354",3,1,2,1,4,5,3,3,5,3
"1355",1,5,4,2,1,3,1,4,1,4
"1356",3,5,4,2,2,3,3,1,3,4
"1357",5,1,1,5,4,1,5,5,2,4
"1358",1,2,4,5,4,1,3,2,4,1
"1359",5,1,1,2,3,5,5,3,4,5
"1360",4,5,1,4,4,4,5,5,4,5
"1361",3,2,5,5,2,5,3,2,2,1
"1362",4,4,3,3,3,5,4,4,2,4
"1363",2,2,5,4,1,1,3,2,3,5
"1364",3,5,1,3,1,4,1,5,2,5
"1365",2,3,1,3,3,2,1,2,1,4
"1366",1,1,5,1,1,1,5,1,1,4
"1367",3,3,3,3,2,2,5,2,4,5
"1368",1,4,1,1,1,3,1,1,3,2
"1369",4,5,4,2,2,2,4,1,4,4
"1370",4,2,3,2,1,5,2,3,4,3
"1371",3,2,3,1,2,1,4,5,2,4
"1372",2,2,5,4,2,3,4,5,4,3
"1373",2,2,1,3,4,3,4,4,1,5
"1374",1,3,4,4,5,4,4,4,4,1
"1375",3,4,2,5,3,3,3,5,2,4
"1376",5,3,4,2,1,5,5,5,4,1
"1377",5,4,2,1,3,3,3,2,4,2
"1378",5,2,4,2,4,5,1,4,4,1
"1379",3,2,4,5,1,1,4,1,1,5
"1380",2,3,5,2,5,4,4,2,1,2
"1381",1,3,2,5,3,5,4,2,2,3
"1382",1,5,1,4,3,3,5,5,4,3
"1383",4,3,3,5,4,1,5,1,2,4
"1384",2,1,2,4,4,3,1,4,1,5
"1385",2,2,3,1,4,5,3,1,2,2
"1386",1,2,4,3,4,3,1,5,1,2
"1387",3,4,2,1,2,1,2,5,5,4
"1388",1,4,3,2,3,4,4,5,5,4
"1389",3,2,3,5,4,4,1,3,3,1
"1390",5,4,2,2,1,1,3,2,1,3
"1391",3,2,4,5,1,3,5,5,5,2
"1392",1,3,2,1,4,1,2,2,5,3
"1393",3,4,2,2,3,4,4,5,3,5
"1394",1,2,5,3,1,1,3,5,1,5
"1395",5,3,2,5,3,3,2,4,4,3
"1396",5,5,3,5,3,3,1,5,5,5
"1397",4,4,5,4,4,3,2,4,1,4
"1398",4,4,5,3,3,3,1,5,5,5
"1399",3,4,3,2,5,2,3,5,4,5
"1400",3,4,1,3,1,3,1,5,3,4
"1401",1,1,3,1,4,5,3,3,2,2
"1402",4,1,3,4,1,5,2,5,1,5
"1403",4,1,5,2,5,2,5,1,5,4
"1404",4,1,2,3,2,3,1,4,5,1
"1405",2,4,1,5,4,4,2,3,3,3
"1406",3,2,3,4,3,1,5,3,5,2
"1407",3,1,5,3,5,3,3,4,4,4
"1408",3,2,3,2,2,2,5,2,5,3
"1409",5,4,3,2,2,2,3,4,5,5
"1410",4,5,5,4,3,2,1,5,1,5
"1411",1,5,5,2,1,2,1,3,4,1
"1412",3,1,4,4,4,5,1,2,4,2
"1413",4,5,4,4,1,1,4,5,4,1
"1414",2,4,4,4,1,2,5,2,3,5
"1415",5,4,3,1,1,2,5,5,5,1
"1416",4,2,5,2,1,2,3,3,5,1
"1417",1,1,1,5,4,2,5,1,2,4
"1418",4,5,4,2,3,1,5,5,4,3
"1419",5,1,4,3,5,3,1,3,4,2
"1420",1,2,2,4,3,1,5,3,2,1
"1421",1,5,2,3,1,4,3,4,2,4
"1422",3,1,3,4,3,3,1,5,5,4
"1423",2,3,3,2,1,2,4,4,1,5
"1424",3,2,2,5,3,1,5,5,5,4
"1425",5,4,5,3,1,4,3,3,4,3
"1426",3,2,5,2,2,1,3,1,3,5
"1427",2,4,4,2,2,3,1,3,3,3
"1428",4,1,3,5,1,5,5,5,4,4
"1429",2,5,5,3,5,3,2,4,3,2
"1430",5,5,5,4,1,5,2,4,1,4
"1431",3,3,3,5,5,3,5,4,5,5
"1432",5,1,2,2,4,4,2,3,3,4
"1433",3,1,5,3,4,5,2,1,2,1
"1434",3,3,4,3,1,3,3,4,1,4
"1435",3,3,1,1,2,1,3,5,1,2
"1436",3,3,4,2,2,1,3,4,1,4
"1437",5,5,3,5,2,2,5,4,4,1
"1438",1,2,5,3,4,3,5,3,4,1
"1439",1,2,1,2,3,2,2,4,3,1
"1440",5,5,4,4,3,5,1,4,2,1
"1441",5,3,5,5,3,5,4,1,2,1
"1442",3,3,1,4,3,3,3,4,5,1
"1443",1,3,4,2,5,1,3,5,5,3
"1444",3,1,4,4,5,5,1,5,3,1
"1445",1,4,5,1,2,1,3,3,2,2
"1446",4,3,5,5,2,2,2,4,5,3
"1447",2,1,4,1,1,3,3,5,2,1
"1448",4,3,3,3,3,1,3,5,1,4
"1449",4,1,2,4,4,2,3,4,5,2
"1450",3,5,3,3,4,3,3,1,2,5
"1451",5,2,4,5,3,3,3,3,1,3
"1452",1,2,4,1,3,1,3,1,3,2
"1453",3,1,3,4,1,5,4,4,2,4
"1454",5,5,3,1,3,4,1,3,4,4
"1455",5,5,4,5,3,1,5,5,5,2
"1456",5,4,3,5,1,3,1,5,1,3
"1457",4,1,1,4,1,5,2,1,1,3
"1458",5,3,1,3,5,1,4,2,3,1
"1459",4,1,1,5,4,3,2,3,5,4
"1460",2,4,4,4,2,1,1,4,1,4
"1461",1,1,1,5,5,3,1,1,5,4
"1462",2,3,4,1,5,3,5,4,3,5
"1463",1,5,4,4,3,5,5,1,1,3
"1464",3,5,1,1,2,5,3,4,1,1
"1465",2,1,2,5,1,1,1,1,3,3
"1466",4,4,1,5,4,3,4,2,4,1
"1467",2,3,2,3,5,3,1,1,3,5
"1468",4,4,5,5,5,5,4,5,1,2
"1469",5,3,3,3,5,1,2,1,3,3
"1470",5,5,2,3,4,3,5,5,4,1
"1471",3,3,3,2,2,4,1,1,4,2
"1472",1,3,3,1,3,5,5,1,1,5
"1473",4,1,2,4,2,1,1,2,4,3
"1474",3,3,4,4,4,4,3,2,5,3
"1475",4,2,3,3,3,5,5,3,2,3
"1476",5,2,2,2,5,2,4,5,3,5
"1477",5,2,3,1,2,2,2,2,5,1
"1478",3,4,5,2,3,5,2,2,2,5
"1479",2,4,2,5,3,4,4,3,5,1
"1480",4,4,2,2,1,5,5,4,5,2
"1481",4,3,2,1,1,5,2,3,2,2
"1482",1,3,2,3,1,4,5,5,5,4
"1483",2,1,1,5,4,5,5,5,1,4
"1484",2,1,2,1,2,1,5,2,3,3
"1485",3,4,1,1,2,4,2,5,1,3
"1486",1,2,2,2,5,2,1,4,1,2
"1487",1,2,1,5,4,3,4,3,2,3
"1488",1,2,1,4,5,4,3,3,2,3
"1489",4,1,5,5,2,2,5,1,4,5
"1490",4,2,1,4,2,3,1,2,2,2
"1491",5,3,3,5,2,4,5,1,3,1
"1492",5,1,1,3,2,2,2,2,5,3
"1493",5,3,4,4,1,2,1,3,3,1
"1494",2,4,1,5,1,5,2,5,2,4
"1495",1,5,4,4,2,4,1,1,2,2
"1496",3,4,3,2,4,1,4,1,4,2
"1497",1,3,3,3,2,4,3,5,3,2
"1498",2,3,5,4,4,3,2,1,1,5
"1499",1,5,4,4,1,5,4,2,2,4
"1500",2,2,2,3,3,4,2,2,3,5
"1501",3,2,5,1,4,2,2,2,4,4
"1502",2,5,4,3,1,5,5,5,4,4
"1503",4,4,1,5,3,3,2,2,3,4
"1504",5,5,4,4,3,3,2,1,1,2
"1505",3,4,5,4,1,2,5,3,3,2
"1506",1,1,1,3,2,4,1,2,5,3
"1507",3,3,1,5,5,5,1,3,5,5
"1508",5,1,3,1,4,2,1,1,2,5
"1509",5,1,5,3,5,3,5,1,2,2
"1510",3,2,3,2,4,3,3,3,4,4
"1511",4,4,1,5,1,4,4,2,2,3
"1512",2,4,3,2,2,4,5,1,1,3
"1513",5,2,3,4,2,2,1,2,5,4
"1514",3,2,2,5,1,5,2,2,4,1
"1515",1,1,5,5,3,5,2,5,4,1
"1516",2,5,3,4,2,3,4,5,3,3
"1517",5,4,1,4,3,4,5,4,2,4
"1518",2,2,5,4,3,2,5,4,5,3
"1519",3,5,1,1,3,5,2,3,2,4
"1520",2,1,2,5,3,2,1,3,3,1
"1521",1,4,2,5,1,2,4,1,1,5
"1522",5,2,4,2,5,5,1,2,3,2
"1523",1,2,1,5,4,1,1,5,1,2
"1524",1,2,2,4,4,4,4,2,3,2
"1525",3,1,2,4,1,2,4,4,5,2
"1526",5,4,2,5,5,3,5,2,3,4
"1527",4,4,1,3,3,5,3,2,5,4
"1528",4,2,2,3,1,1,2,4,5,3
"1529",4,5,4,5,2,1,3,4,2,3
"1530",5,2,4,5,2,2,3,4,3,3
"1531",4,2,5,4,2,5,4,3,4,4
"1532",2,1,2,5,2,1,4,4,1,4
"1533",4,1,1,3,2,2,3,4,3,3
"1534",4,5,4,5,4,5,5,3,1,1
"1535",3,3,2,3,4,3,4,4,5,2
"1536",3,3,1,4,2,3,2,5,5,5
"1537",4,3,5,3,1,5,4,3,1,5
"1538",2,1,5,2,2,1,5,2,2,1
"1539",4,2,3,4,5,4,1,4,4,1
"1540",4,1,1,4,3,3,1,2,3,5
"1541",1,2,1,5,5,3,1,4,2,2
"1542",1,4,1,5,3,1,5,4,5,3
"1543",2,2,2,5,4,4,1,2,3,5
"1544",1,4,5,1,4,1,4,5,3,3
"1545",3,2,4,3,5,4,2,2,4,1
"1546",2,2,1,5,3,1,3,4,1,4
"1547",5,4,5,3,3,2,4,5,2,3
"1548",4,2,3,2,1,5,5,1,5,5
"1549",5,2,4,2,4,2,1,4,1,2
"1550",2,4,4,3,1,1,4,2,5,3
"1551",4,1,2,3,2,4,3,3,1,1
"1552",3,3,5,3,4,4,3,4,3,5
"1553",5,3,4,2,2,2,2,4,2,2
"1554",5,1,3,2,1,5,3,3,1,2
"1555",3,4,3,2,4,5,5,1,3,3
"1556",1,2,1,2,4,4,1,5,5,4
"1557",4,3,4,1,5,1,2,1,2,4
"1558",4,2,3,2,5,5,4,5,4,3
"1559",1,2,2,2,5,4,1,4,1,1
"1560",1,1,5,3,5,2,2,2,2,2
"1561",2,2,4,4,1,5,4,4,3,2
"1562",4,5,4,5,2,3,3,3,5,1
"1563",1,1,5,5,4,5,1,4,5,2
"1564",4,4,5,2,1,5,5,4,5,5
"1565",5,4,3,1,2,5,4,2,4,1
"1566",3,1,1,2,3,1,2,5,5,5
"1567",3,3,1,2,1,2,2,5,2,4
"1568",1,2,4,4,1,4,5,1,4,1
"1569",2,5,4,3,2,2,5,3,2,5
"1570",5,2,1,4,2,5,4,4,2,4
"1571",3,1,2,4,4,1,5,3,1,2
"1572",1,3,2,2,4,3,3,1,4,4
"1573",5,5,3,4,1,3,4,3,1,5
"1574",2,3,5,3,2,2,4,4,5,3
"1575",5,4,3,3,3,4,3,5,2,5
"1576",1,1,5,2,3,3,5,3,4,1
"1577",1,2,3,5,4,1,2,5,5,3
"1578",1,3,5,5,5,4,2,3,1,3
"1579",2,5,2,1,1,3,5,2,2,4
"1580",1,2,3,2,4,3,2,3,2,3
"1581",4,5,4,3,1,1,5,4,5,3
"1582",1,4,4,3,3,5,3,4,1,5
"1583",3,2,3,2,2,4,3,4,5,4
"1584",4,4,3,1,3,5,2,3,4,3
"1585",2,5,3,1,5,5,5,1,1,1
"1586",5,1,4,2,3,2,2,1,4,3
"1587",1,3,4,5,1,4,1,3,3,2
"1588",1,3,4,2,3,1,5,3,2,3
"1589",3,3,1,3,2,2,5,2,4,2
"1590",3,1,3,4,2,3,2,2,4,2
"1591",3,4,1,2,3,1,2,4,3,4
"1592",4,4,1,4,1,5,3,4,5,3
"1593",2,5,3,5,3,5,5,5,2,1
"1594",2,2,4,4,2,5,5,5,4,2
"1595",5,5,5,2,1,2,3,4,3,2
"1596",3,4,1,5,4,4,3,1,4,4
"1597",2,1,3,1,2,2,5,5,1,3
"1598",4,5,3,3,4,4,2,4,2,5
"1599",2,2,2,3,2,4,5,4,3,3
"1600",3,5,4,1,1,1,2,4,4,2
"1601",2,5,1,3,5,2,2,5,3,1
"1602",3,3,2,3,2,5,5,1,4,4
"1603",1,3,1,5,1,5,5,2,3,5
"1604",5,1,4,2,4,4,1,2,4,5
"1605",4,3,3,2,4,4,5,5,5,2
"1606",4,3,2,2,1,2,2,5,5,3
"1607",3,1,4,5,5,3,3,3,5,5
"1608",2,2,3,1,5,1,4,4,2,1
"1609",2,2,2,3,4,2,5,1,4,2
"1610",2,3,3,5,2,2,4,1,5,3
"1611",3,2,2,4,3,1,4,3,2,5
"1612",5,4,5,5,2,4,3,1,1,5
"1613",2,1,5,4,5,4,1,3,2,1
"1614",3,1,4,1,1,3,2,5,5,5
"1615",2,1,2,5,4,3,2,3,4,3
"1616",1,3,3,4,2,3,2,1,1,4
"1617",2,5,2,5,2,2,2,5,4,2
"1618",5,1,3,5,1,5,1,2,2,5
"1619",2,5,4,4,1,5,5,5,1,1
"1620",3,2,1,2,3,2,3,3,1,2
"1621",2,4,3,3,1,5,5,1,1,2
"1622",1,1,5,1,2,4,3,2,1,5
"1623",5,5,3,5,4,4,4,2,1,4
"1624",5,2,5,4,3,3,3,2,2,1
"1625",4,3,2,4,1,5,5,4,2,3
"1626",5,4,5,5,4,4,5,3,4,5
"1627",4,4,5,1,1,5,4,1,2,2
"1628",3,2,1,5,5,5,2,2,2,4
"1629",2,1,2,3,2,4,2,5,1,4
"1630",3,3,4,4,1,2,1,1,5,1
"1631",2,2,3,2,4,5,2,2,4,1
"1632",3,4,2,1,5,3,4,5,3,2
"1633",2,4,3,1,3,1,3,3,3,3
"1634",2,2,5,5,2,1,2,4,1,3
"1635",4,3,4,2,1,4,4,5,2,2
"1636",4,1,5,4,4,1,5,2,2,4
"1637",4,4,3,5,1,1,3,2,4,2
"1638",1,3,5,4,2,5,2,2,3,3
"1639",5,1,2,1,2,3,2,4,4,1
"1640",4,2,2,4,1,2,4,4,5,4
"1641",2,3,1,2,2,1,2,4,4,1
"1642",5,5,5,4,4,2,5,2,5,3
"1643",4,4,1,2,3,2,3,4,2,5
"1644",4,5,3,5,5,3,3,5,2,1
"1645",3,3,4,3,2,1,5,4,3,5
"1646",3,4,5,3,1,3,3,1,5,2
"1647",3,1,2,4,1,5,3,2,5,4
"1648",2,3,3,5,1,4,5,1,4,5
"1649",3,4,4,4,3,3,4,4,3,4
"1650",2,5,1,2,1,2,4,5,5,3
"1651",1,4,2,1,4,2,5,4,3,4
"1652",5,3,3,1,3,2,1,5,2,4
"1653",2,3,5,1,3,4,5,3,1,2
"1654",2,1,5,4,1,3,3,3,3,1
"1655",4,2,1,5,3,2,3,2,1,2
"1656",5,3,2,1,2,5,5,3,5,5
"1657",1,4,3,3,2,2,2,3,3,5
"1658",4,1,2,3,1,4,3,4,2,5
"1659",1,5,3,1,1,4,5,3,1,3
"1660",1,2,2,1,3,2,5,3,5,5
"1661",4,2,3,2,3,4,5,2,5,5
"1662",5,2,2,5,1,4,2,3,5,4
"1663",2,5,3,2,1,2,1,5,5,1
"1664",1,3,2,1,3,4,1,5,1,2
"1665",5,4,3,3,1,1,1,2,2,5
"1666",4,5,5,3,2,2,1,5,5,3
"1667",5,1,3,4,4,4,4,4,4,1
"1668",2,3,2,1,5,2,3,4,3,1
"1669",2,3,4,5,1,1,3,2,2,3
"1670",1,4,1,3,1,4,3,3,5,3
"1671",4,5,1,5,1,1,3,1,2,5
"1672",3,1,4,1,2,1,1,5,5,5
"1673",1,2,4,2,5,5,4,2,5,4
"1674",2,5,3,3,3,4,3,2,2,1
"1675",2,4,5,2,1,3,3,5,4,5
"1676",1,1,5,5,4,1,4,1,5,2
"1677",4,1,5,1,3,4,2,3,1,2
"1678",4,1,3,5,3,4,2,3,4,4
"1679",3,1,2,5,1,2,4,3,4,4
"1680",1,3,1,2,4,5,4,2,4,4
"1681",4,4,4,5,4,5,2,1,3,5
"1682",4,5,2,4,2,2,1,3,5,5
"1683",1,3,5,1,5,2,3,5,2,4
"1684",2,2,2,1,3,1,4,4,2,5
"1685",3,2,1,2,3,3,4,5,2,4
"1686",4,5,2,5,5,4,3,4,1,1
"1687",5,4,5,2,5,1,3,5,4,4
"1688",3,1,4,5,5,1,2,4,5,4
"1689",4,1,3,5,1,5,1,5,4,4
"1690",5,5,4,1,3,2,4,3,3,4
"1691",5,3,5,5,5,3,1,1,2,5
"1692",2,3,2,2,2,4,2,2,2,3
"1693",2,5,5,5,2,5,3,4,1,2
"1694",4,5,2,3,4,3,3,4,2,1
"1695",4,4,3,4,1,3,5,2,4,5
"1696",1,3,1,2,5,4,4,5,3,3
"1697",2,4,5,4,5,1,5,2,5,1
"1698",3,1,1,1,2,3,5,5,4,1
"1699",1,4,4,2,1,1,4,4,2,2
"1700",4,2,1,4,4,3,1,1,1,2
"1701",5,2,4,2,2,2,1,5,1,5
"1702",4,4,3,3,5,3,3,4,5,5
"1703",2,4,3,5,3,1,1,4,3,1
"1704",4,3,3,4,4,4,5,5,3,2
"1705",1,3,4,1,1,5,3,3,2,2
"1706",5,4,4,5,5,2,3,5,2,5
"1707",1,3,5,2,4,5,2,2,2,3
"1708",1,2,3,3,5,5,1,2,1,4
"1709",5,2,5,4,2,2,5,1,3,3
"1710",5,1,1,2,1,1,2,1,5,4
"1711",2,3,4,2,4,5,2,1,5,2
"1712",5,4,2,4,1,1,5,1,4,5
"1713",4,4,3,1,2,5,3,1,3,5
"1714",3,5,4,2,1,5,2,3,1,4
"1715",1,3,3,3,3,3,3,2,2,4
"1716",4,5,3,5,5,3,2,4,1,4
"1717",4,3,5,2,3,5,5,1,1,1
"1718",4,5,4,4,2,1,2,5,2,3
"1719",4,4,2,2,3,5,2,3,1,4
"1720",4,1,1,3,4,1,3,5,4,3
"1721",4,2,1,5,1,3,1,5,1,5
"1722",3,4,4,4,1,3,3,1,4,3
"1723",2,3,3,3,4,2,2,1,5,2
"1724",4,1,3,5,1,4,1,3,4,3
"1725",2,1,4,1,5,2,2,3,1,1
"1726",5,3,4,1,2,4,5,2,1,5
"1727",1,3,2,1,2,1,3,1,3,4
"1728",3,4,1,5,5,2,4,5,4,1
"1729",4,3,4,2,2,3,3,2,2,2
"1730",2,4,3,4,4,2,1,4,3,2
"1731",1,5,2,2,5,1,2,2,5,3
"1732",4,1,3,3,5,2,2,2,5,2
"1733",1,1,2,1,5,5,5,2,4,5
"1734",2,1,2,4,2,1,3,2,5,4
"1735",3,5,4,4,4,2,3,4,2,5
"1736",4,2,5,5,2,3,3,1,1,5
"1737",5,2,1,2,2,4,2,1,4,3
"1738",2,2,4,1,4,2,5,1,4,2
"1739",5,5,4,1,1,5,1,1,3,2
"1740",5,3,1,2,3,4,5,1,3,5
"1741",2,2,1,2,5,2,5,2,4,2
"1742",3,5,1,1,3,4,5,2,2,2
"1743",1,4,4,1,3,4,2,2,5,4
"1744",4,3,5,1,4,4,5,4,4,1
"1745",3,3,4,1,2,5,1,5,1,2
"1746",4,4,3,2,5,1,1,1,1,5
"1747",4,2,2,3,1,1,3,3,3,4
"1748",3,2,5,1,2,4,2,2,1,3
"1749",2,4,3,1,3,5,2,3,2,1
"1750",2,1,4,1,3,2,1,4,1,5
"1751",3,2,2,2,2,3,2,3,4,3
"1752",1,1,1,3,3,1,4,2,2,2
"1753",3,2,2,3,5,2,4,4,1,1
"1754",3,4,2,5,4,2,1,4,2,1
"1755",5,4,3,4,1,2,1,2,1,3
"1756",2,2,2,4,1,1,5,4,4,3
"1757",2,1,1,3,2,1,5,2,5,2
"1758",5,2,3,3,3,5,2,3,1,1
"1759",4,4,1,4,1,2,4,1,3,1
"1760",5,3,2,2,5,2,2,4,3,3
"1761",5,4,3,4,3,3,5,3,1,2
"1762",4,4,3,3,5,3,3,3,4,3
"1763",4,3,4,4,1,3,5,5,4,4
"1764",2,4,4,1,4,4,2,4,5,5
"1765",4,3,2,2,4,1,5,4,2,5
"1766",3,4,1,5,5,4,3,1,3,2
"1767",2,5,2,3,3,4,3,1,5,1
"1768",2,3,2,4,1,5,3,2,1,4
"1769",5,1,3,2,4,1,1,5,4,1
"1770",1,1,4,1,2,2,1,4,2,4
"1771",4,2,4,1,4,1,4,4,3,5
"1772",2,3,4,5,3,2,3,4,1,5
"1773",1,4,3,3,3,3,5,5,2,3
"1774",2,5,2,5,4,5,2,5,5,3
"1775",4,5,1,2,5,5,5,3,2,3
"1776",2,2,3,2,2,1,1,1,1,3
"1777",4,2,3,5,3,4,3,3,4,1
"1778",1,3,1,3,4,4,4,2,1,3
"1779",1,5,5,5,5,3,5,3,3,2
"1780",2,4,4,2,3,2,1,1,2,2
"1781",2,1,4,1,4,1,2,5,3,2
"1782",1,3,1,5,4,1,4,4,1,5
"1783",5,1,1,2,2,5,1,3,2,3
"1784",4,3,2,3,1,3,4,5,4,5
